,Full,Ridge.min,Lasso.min,Lasso.1se,L.Refit,PCR
29,0.02351230391320474,0.022145756472332145,0.021904695428159784,0.024183052470394074,0.02358026303987813,0.02352204453483087
30,0.025905513113100794,0.02438265629466308,0.023038340746531,0.025193128690068286,0.02575017193737828,0.02814068164581423
31,0.02764007249661055,0.030707195461462836,0.030079703206061285,0.034945672346883574,0.034907563702120725,0.033391639142333916
32,0.026766402936805135,0.02515476939850946,0.02507184944423698,0.02537525991313885,0.029838510614952587,0.02982916481076553
33,0.03426850715130141,0.035540579837067085,0.037088098930492974,0.039442717637065756,0.038782339162051156,0.038249158532342495
34,0.035256012654483276,0.026878647321093557,0.02806509516525359,0.0287063406752092,0.0290612063205266,0.028822757485809054
35,0.02854062009411998,0.029859120812644,0.0310781887409775,0.03739650525451283,0.03632525161325059,0.029971368917472704
36,0.021918167759477938,0.024166748313583973,0.023915414273456108,0.02867862361418759,0.024917223885097244,0.024302585354220255
37,0.0259473863331534,0.027239546533659866,0.03163814579844539,0.036302964947906316,0.03584260179324417,0.027194693235819113
38,0.026701362194338805,0.024881231636018866,0.02441477320295481,0.02863806587505302,0.024900499422461912,0.025634529020275406
39,0.026355536869410303,0.025214661041970468,0.025037723194931413,0.03294616271780632,0.03133162726548069,0.025280615906643013
40,0.034946076733769656,0.031492439787366454,0.03192487408159476,0.031543867236344655,0.038832530472711645,0.03698925124802577
41,0.029519550030179417,0.031098899562568685,0.03079746220392078,0.03462301750376149,0.031210420521141827,0.03303132738024269
42,0.028950623868696793,0.03097541171929305,0.030410944454202723,0.028802172663169114,0.02944400185213579,0.028203072524511586
43,0.03150980019310679,0.030978991307388005,0.030072476628756086,0.03328102658373777,0.032067779077092996,0.03261984509718512
44,0.02409667886627307,0.027758319394773287,0.03006154562041235,0.03604656940899546,0.03339278847813166,0.03035582983108257
45,0.05000657547055205,0.03592321532072731,0.036922563067684856,0.03611548145531547,0.03706312980070536,0.03938765494610932
46,0.02559807193143859,0.02287252962557255,0.02466418693574606,0.02433842644431703,0.025131314341480394,0.02754960616511959
47,0.018723682475004468,0.017323622361559255,0.01726428717495183,0.021387217950701917,0.02059109366542841,0.021074585676767094
48,0.028898801222282586,0.025476475068724816,0.02531672051412373,0.031731706474712,0.03057108251504571,0.02518338915042457
49,0.023340932086657495,0.024430111368144262,0.024323172849835525,0.03057237929037066,0.02766084975684375,0.02732544096590443
